ID	Plate	Row	Column	CTB	cellControl	virusControl	Chemical.name	wellType	Broad.Therapeutic.class	Reported.therapeutic.effect	Inhibition.Index	color	pch	CTBvc	CTBcc	Vratio	Vlog2R	I	z	p.value	log10Pval	e.value	FDR	log10FDR	sig	selected.FDR	selected.ii	selected.arbidolMean	selected.FDRandArbidol	selected.FDRorArbidol	selected.FDRonly	selected.ArbidolOnly
04C09	4	C	9	17933	44212.125	12335	Vinpocetine	treated	Cardiovascular 'Central Nervous System	CNS Stimulant 'Neuroprotectant 'Vasodilator	0.280040020010005	#0086FFFF	1	12241	44342	0.404424698931036	-1.30605698702029	29.6732886180744	0.29877825737442	0.382554620848622	-0.41730654785781	596.020099282153	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04C10	4	C	10	8958	44212.125	12335	Clomipramine hydrochloride	treated	Central Nervous System	Antidepressant	-0.168934467233617	#0086FFFF	1	12241	44342	0.202020657615804	-2.30742527163261	-24.2492212188615	-1.20258416940782	0.885431361630717	-0.052845099544939	1379.50206142066	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04C11	4	C	11	8648	44212.125	12335	Fendiline hydrochloride	treated	Cardiovascular	 'Antianginal 'Antibacterial	-0.184442221110555	#0086FFFF	1	12241	44342	0.195029543096838	-2.35823541475366	-26.9852879431252	-1.27876437298887	0.899509978348822	-0.0459940146221588	1401.43654626747	0.996187490375815	-0.00165891622225182	0.00165891622225182	0	0	0	FALSE	FALSE	FALSE	FALSE
04C12	4	C	12	11849	44212.125	12335	NA	virusCtl	NA	NA	NA	#0086FFFF	17	12241	44342	0.267218438500744	-1.90390853536955	-2.52031736313647	-0.597587111169944	0.724942266814432	-0.139696578535603	1129.46005169688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04D01	4	D	1	44727	44212.125	12335	NA	cellCtl	NA	NA	NA	#0086FFFF	5	12241	44342	1.00868251319291	0.0124721519279205	100.674539164717	2.27566342365546	0.0114330810604818	-1.94183671735177	17.8127402922306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04D02	4	D	2	14416	44212.125	12335	Vincamine	treated	Central Nervous System	CNS Stimulant 'Vasodilator	0.104102051025513	#0086FFFF	1	12241	44342	0.325109377114248	-1.62100292667477	12.7138184709881	-0.173423636305413	0.568840776248961	-0.245009279603911	886.253929395881	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04D03	4	D	3	13358	44212.125	12335	Indomethacin	treated	Central Nervous System 'Metabolism	Analgesic 'Anti-inflammatory 'Antipyretic 'Uricosuric	0.051175587793897	#0086FFFF	1	12241	44342	0.301249379820486	-1.73096982360561	6.79222980814541	-0.338298208207515	0.63243076307525	-0.198987013014206	985.327128871239	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04D04	4	D	4	15673	44212.125	12335	Cortisone	treated	Endocrinology 'Metabolism	Anti-inflammatory 'Immunosuppressant	0.166983491745873	#0086FFFF	1	12241	44342	0.35345721888954	-1.50039248757811	19.2085494191974	0.00740891483489378	0.497044297661237	-0.303604904279677	774.395015756207	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04D05	4	D	5	18595	44212.125	12335	Prednisolone	treated	Endocrinology 'Immunology	Anti-inflammatory 'Immunosuppressant 'Antineoplastic	0.313156578289145	#0086FFFF	1	12241	44342	0.419354111226377	-1.25375909498896	32.4894688794677	0.377189059176631	0.353016555190393	-0.452204927305538	549.999792986633	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04D06	4	D	6	16185	44212.125	12335	Fenofibrate	treated	Metabolism	Hypocholesterolemic 'Lipid-lowering 'Uricosuric	0.192596298149075	#0086FFFF	1	12241	44342	0.365003833836994	-1.45401647739177	21.7058432759113	0.0769409743855795	0.469335250646987	-0.328516825743741	731.224320508006	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04D07	4	D	7	24343	44212.125	12335	Bumetanide	treated	Metabolism	Diuretic	0.600700350175087	#0086FFFF	1	12241	44342	0.548982905597402	-0.865166868049999	53.4147053800276	0.959809637270596	0.168575515547584	-0.773205503464293	262.640653223136	0.869032138849574	-0.060964162024375	0.060964162024375	0	0	0	FALSE	FALSE	FALSE	FALSE
04D08	4	D	8	19500	44212.125	12335	Labetalol hydrochloride	treated	Cardiovascular	Antihypotensive	0.358429214607304	#0086FFFF	1	12241	44342	0.439763655225294	-1.18519971896397	36.1813110168015	0.479980881874909	0.315620493662764	-0.500834805222781	491.736729126586	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04D09	4	D	9	26076	44212.125	12335	Cinnarizine	treated	Allergology 'Central Nervous System	Antihistaminic 'Antivertigo 'Sedative 'Vasodilator 'Antibacterial	0.687393696848424	#0086FFFF	1	12241	44342	0.588065490956655	-0.765951262585869	58.7573495837916	1.10856468022861	0.133809010977212	-0.873514639289362	208.474439102496	0.777889698143643	-0.109081979981605	0.109081979981605	0	0	0	FALSE	FALSE	FALSE	FALSE
04D10	4	D	10	16586	44212.125	12335	Methylprednisolone, 6-alpha	treated	Endocrinology	Anti-inflammatory 'Immunosuppressant	0.212656328164082	#0086FFFF	1	12241	44342	0.374047178747012	-1.41870784549193	23.6071717683401	0.129879592564436	0.448330845144182	-0.348401380663355	698.499456734635	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04D11	4	D	11	40541	44212.125	12335	Quinidine hydrochloride monohydrate	treated	Cardiovascular 'Infectiology	Antiarrhythmic 'Antimalarial	1.41100550275138	#0086FFFF	1	12241	44342	0.914279915204546	-0.129292167620783	93.0406965187512	2.06311462807305	0.0195508693415464	-1.70883392666492	30.4602544341293	0.258137749441773	-0.588148480634504	0.588148480634504	0	1	1	FALSE	TRUE	FALSE	TRUE
04D12	4	D	12	12029	44212.125	12335	NA	virusCtl	NA	NA	NA	#0086FFFF	17	12241	44342	0.271277795318208	-1.88215713018435	-1.34902965801431	-0.564974991356896	0.713954612711895	-0.146329396172431	1112.34128660513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04E01	4	E	1	46289	44212.125	12335	NA	cellCtl	NA	NA	NA	#0086FFFF	5	12241	44342	1.04390870957557	0.0619955529027765	103.341316330782	2.3499144006563	0.00938886441504112	-2.02738693255872	14.6278507586341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04E02	4	E	2	17990	44212.125	12335	Fludrocortisone acetate	treated	Dermatology 'Endocrinology	Anti-inflammatory 'Antipruritic 'Anti-infiammatory	0.282891445722861	#0086FFFF	1	12241	44342	0.405710161923233	-1.30147865634946	29.9198263649034	0.305642598648445	0.379938391263169	-0.420286820498074	591.944013588018	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04E03	4	E	3	15811	44212.125	12335	Fenoterol hydrobromide	treated	Neuromuscular 'Respiratory	Bronchodilator 'Tocolytic	0.173886943471736	#0086FFFF	1	12241	44342	0.356569392449596	-1.4877452260701	19.8895896454112	0.0263710924089091	0.489480675522061	-0.310264449274119	762.610892463371	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04E04	4	E	4	10220	44212.125	12335	Homochlorcyclizine dihydrochloride	treated	Allergology 'Central Nervous System	Antihistaminic 'Sedative	-0.105802901450725	#0086FFFF	1	12241	44342	0.230481259302693	-2.11727864666332	-14.0100480665622	-0.91749525387575	0.820558410588167	-0.085890498714205	1278.43000369636	0.969463971765485	-0.0134683259913426	0.0134683259913426	0	0	0	FALSE	FALSE	FALSE	FALSE
04E05	4	E	5	13396	44212.125	12335	Diethylcarbamazine citrate	treated	Infectiology	Antihelmintic	0.0530765382691346	#0086FFFF	1	12241	44342	0.302106355148618	-1.72687156178159	7.01291640958441	-0.332153639408756	0.630113375676467	-0.200581301338966	981.716639303935	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04E06	4	E	6	17783	44212.125	12335	Chenodiol	treated	Gastroenterology	Cholagogue 'Choleretic	0.272536268134067	#0086FFFF	1	12241	44342	0.401041901583149	-1.31817511494512	29.0207416158642	0.280609415571796	0.389504996754972	-0.409486966619934	606.848784944247	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04E07	4	E	7	8785	44212.125	12335	Perhexiline maleate	treated	Cardiovascular	Antianginal 'Antineoplastic 'Antibacterial	-0.177588794397198	#0086FFFF	1	12241	44342	0.198119164674575	-2.33555965159257	-25.7642246431354	-1.2447663531476	0.893391176232903	-0.0489583412443952	1391.90345257086	0.994927414275099	-0.00220860239967717	0.00220860239967717	0	0	0	FALSE	FALSE	FALSE	FALSE
04E08	4	E	8	22590	44212.125	12335	Oxybutynin chloride	treated	Neuromuscular	Antispastic	0.513006503251626	#0086FFFF	1	12241	44342	0.509449280591764	-0.972989572207861	47.6085789878299	0.798149877056257	0.212391760101876	-0.672862336044909	330.906362238723	0.901028662496012	-0.0452613935205338	0.0452613935205338	0	0	0	FALSE	FALSE	FALSE	FALSE
04E09	4	E	9	34046	44212.125	12335	Spiperone	treated	Central Nervous System	Antipsychotic	1.08609304652326	#0086FFFF	1	12241	44342	0.767804790041045	-0.381188534250684	79.4763720676849	1.68544364916092	0.0459515041012434	-1.33770026856124	71.5924433897371	0.433907488104882	-0.362602855022737	0.362602855022737	0	1	1	FALSE	TRUE	FALSE	TRUE
04E10	4	E	10	15566	44212.125	12335	Pyrilamine maleate	treated	Allergology 'Central Nervous System 'Respiratory	Antihistaminic 'Antipruritic 'Antitussive 'Sedative	0.161630815407704	#0086FFFF	1	12241	44342	0.351044156781381	-1.510275580703	18.6763564244363	-0.00740891483489368	0.502955702338763	-0.298470263606124	783.604984243793	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04E11	4	E	11	12839	44212.125	12335	Sulfinpyrazone	treated	Hematology 'Metabolism	Antiplatelet 'Uricosuric	0.0252126063031516	#0086FFFF	1	12241	44342	0.289544900996798	-1.7881410042811	3.7136286583629	-0.424015585000797	0.66422277635466	-0.177686236422741	1034.85908556056	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04E12	4	E	12	12419	44212.125	12335	NA	virusCtl	NA	NA	NA	#0086FFFF	17	12241	44342	0.280073068422714	-1.83612483307801	1.1297556517227	-0.495958264588185	0.690038071484742	-0.161126947263308	1075.07931537323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04F01	4	F	1	43036	44212.125	12335	NA	cellCtl	NA	NA	NA	#0086FFFF	5	12241	44342	0.970547111091065	-0.0431298507399326	97.6804364136287	2.19229873262006	0.0141789716085056	-1.84835526710412	22.0908377660518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04F02	4	F	2	20303	44212.125	12335	Dantrolene sodium salt	treated	Neuromuscular	Muscle relaxant	0.398599299649825	#0086FFFF	1	12241	44342	0.457872897027649	-1.12698092511733	39.3163249094231	0.567268956559415	0.285265732375719	-0.544750394953383	444.44401104137	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04F03	4	F	3	31198	44212.125	12335	Trazodone hydrochloride	treated	Central Nervous System	Antidepressant	0.943621810905453	#0086FFFF	1	12241	44342	0.703576744395832	-0.507220297266918	72.6897091730833	1.49648284774413	0.0672639371801405	-1.17221771558865	104.797214126659	0.545818823576349	-0.262951490955657	0.262951490955657	0	0	0	FALSE	FALSE	FALSE	FALSE
04F04	4	F	4	13859	44212.125	12335	Glafenine hydrochloride	treated	Metabolism	Analgesic	0.0762381190595298	#0086FFFF	1	12241	44342	0.312547922962428	-1.67785067977027	9.65263351775503	-0.258656094588857	0.60204970082559	-0.220367655082152	937.993433886269	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04F05	4	F	5	8909	44212.125	12335	Pimethixene maleate	treated	Allergology 'Central Nervous System 'Respiratory	Antihistaminic 'Antitussive 'Bronchodilator 'Sedative	-0.171385692846423	#0086FFFF	1	12241	44342	0.200915610482161	-2.31533843380139	-24.6753357378093	-1.21444846003876	0.887711740107129	-0.0517280364788035	1383.05489108691	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04F06	4	F	6	33272	44212.125	12335	Pergolide mesylate	treated	Central Nervous System	Antiparkinsonian	1.04737368684342	#0086FFFF	1	12241	44342	0.750349555725948	-0.414365252841952	77.6898446111183	1.63570143193447	0.0509510448307694	-1.29284690567944	79.3817278463387	0.464882739563676	-0.332656578255306	0.332656578255306	0	1	1	FALSE	TRUE	FALSE	TRUE
04F07	4	F	7	19885	44212.125	12335	Acemetacin	treated	Metabolism	Anti-inflammatory	0.377688844422211	#0086FFFF	1	12241	44342	0.448446168418204	-1.15699328079573	37.7001946912336	0.522271103274866	0.300740792904023	-0.521807659589728	468.554155344468	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04F08	4	F	8	29944	44212.125	12335	Benzydamine hydrochloride	treated	Central Nervous System 'Metabolism	Analgesic 'Anti-inflammatory 'Antipyretic	0.880890445222611	#0086FFFF	1	12241	44342	0.675296558567498	-0.566406889588346	69.5025804655843	1.40774374221606	0.0796034821225932	-1.0990679343534	124.022225147	0.579953910267226	-0.236606519043899	0.236606519043899	0	0	0	FALSE	FALSE	FALSE	FALSE
04F09	4	F	9	22131	44212.125	12335	Fipexide hydrochloride	treated	Central Nervous System	Anti-fatigue 'CNS Stimulant	0.490045022511256	#0086FFFF	1	12241	44342	0.49909792070723	-1.00260520144991	46.0138120237955	0.75374684005899	0.225500625087548	-0.646852249920405	351.329973886399	0.91731063677911	-0.0374835705524818	0.0374835705524818	0	0	0	FALSE	FALSE	FALSE	FALSE
04F10	4	F	10	15948	44212.125	12335	Mifepristone	treated	Endocrinology	Abortifacient	0.180740370185092	#0086FFFF	1	12241	44342	0.359659014027333	-1.47529833249098	20.5598402932231	0.0450328561545934	0.482040560043144	-0.316916417649494	751.019192547218	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04F11	4	F	11	32052	44212.125	12335	Diperodon hydrochloride	treated	Neuromuscular	Local anesthetic	0.986343171585793	#0086FFFF	1	12241	44342	0.722836137296468	-0.468259461132042	74.7877045879785	1.55489725569751	0.0599852705390734	-1.22195537809842	93.4570514998764	0.505173251350683	-0.296559653164891	0.296559653164891	0	0	0	FALSE	FALSE	FALSE	FALSE
04F12	4	F	12	12572	44212.125	12335	NA	virusCtl	NA	NA	NA	#0086FFFF	17	12241	44342	0.283523521717559	-1.81845966568956	2.08100423519841	-0.469472685818222	0.680634097901577	-0.167086297732775	1060.42792453066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04G01	4	G	1	43957	44212.125	12335	NA	cellCtl	NA	NA	NA	#0086FFFF	5	12241	44342	0.99131748680709	-0.0125809150869284	99.3254608352827	2.23810108613215	0.0126072319267774	-1.89938025766886	19.6420673419192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04G02	4	G	2	13087	44212.125	12335	Lisinopril	treated	Cardiovascular	Antihypertensive 'Vasodilator	0.0376188094047024	#0086FFFF	1	12241	44342	0.295137792611971	-1.76053942412471	5.19994143695645	-0.382632233836787	0.649003766656146	-0.187752782655359	1011.14786845027	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04G03	4	G	3	13865	44212.125	12335	Lincomycin hydrochloride	treated	Infectiology	Antibacterial	0.0765382691345673	#0086FFFF	1	12241	44342	0.312683234856344	-1.67722622656147	9.68625959200964	-0.257719845059695	0.601688435395792	-0.220628335678128	937.430582346644	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04G04	4	G	4	13056	44212.125	12335	Telenzepine dihydrochloride	treated	Gastroenterology	Antiulcer	0.0360680340170085	#0086FFFF	1	12241	44342	0.294438681160074	-1.76396088051681	5.01570001569849	-0.387762060845399	0.650903937973161	-0.18648310096566	1014.10833536219	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04G05	4	G	5	8901	44212.125	12335	Econazole nitrate	treated	Infectiology 'Metabolism	Antifungal 'Antifungal 'Antineoplastic 'Antibacterial	-0.171785892946473	#0086FFFF	1	12241	44342	0.200735194623607	-2.31663451028688	-24.7451279392526	-1.21639168169602	0.888082124397895	-0.0515468714694957	1383.63194981192	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04G06	4	G	6	26621	44212.125	12335	Bupivacaine hydrochloride	treated	Neuromuscular	Local anesthetic	0.714657328664332	#0086FFFF	1	12241	44342	0.600356321320644	-0.736109076800113	60.3643163524776	1.15330739593099	0.12439211776553	-0.905207138289819	193.802919478696	0.754096962952125	-0.122572808284568	0.122572808284568	0	0	0	FALSE	FALSE	FALSE	FALSE
04G07	4	G	7	8914	44212.125	12335	Clemastine fumarate	treated	Allergology 'Central Nervous System	Antiemetic 'Antihistaminic 'Sedative	-0.171135567783892	#0086FFFF	1	12241	44342	0.201028370393758	-2.31452897687565	-24.6317474299797	-1.21323483241237	0.887479974877845	-0.0518414375947478	1382.69380085968	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04G08	4	G	8	20389	44212.125	12335	Oxytetracycline dihydrate	treated	Infectiology	Antibacterial	0.402901450725363	#0086FFFF	1	12241	44342	0.459812367507104	-1.12088282434843	39.6447004968574	0.576411905771853	0.28216839947147	-0.549491625250774	439.61836637655	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04G09	4	G	9	9003	44212.125	12335	Pimozide	treated	Central Nervous System	Antipsychotic 'Antibacterial 'Antineoplastic	-0.166683341670835	#0086FFFF	1	12241	44342	0.20303549682017	-2.30019611816886	-23.859939767919	-1.19174542051324	0.883319458734015	-0.0538822023404916	1376.21171670759	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04G10	4	G	10	14897	44212.125	12335	Amodiaquin dihydrochloride dihydrate	treated	Infectiology 'Metabolism	Anti-inflammatory 'Antimalarial 'Anti-infiammatory 'Antineoplastic	0.128164082041021	#0086FFFF	1	12241	44342	0.335956880609806	-1.57365201700944	15.2636095233433	-0.102429899297841	0.540792273865355	-0.266969521655199	842.554362682224	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04G11	4	G	11	31278	44212.125	12335	Mebeverine hydrochloride	treated	Neuromuscular	Antispastic	0.947623811905953	#0086FFFF	1	12241	44342	0.705380902981372	-0.503525577171139	72.888665524878	1.50202238201391	0.0665456642876488	-1.17688023526503	103.678144960157	0.542817512880402	-0.265346149176214	0.265346149176214	0	0	0	FALSE	FALSE	FALSE	FALSE
04G12	4	G	12	13078	44212.125	12335	NA	virusCtl	NA	NA	NA	#0086FFFF	17	12241	44342	0.294934824771097	-1.76153191454169	5.14649698989854	-0.384120285579474	0.649555351516048	-0.187383834839258	1012.007237662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04H01	4	H	1	45679	44212.125	12335	NA	cellCtl	NA	NA	NA	#0086FFFF	5	12241	44342	1.03015200036083	0.0428572247751975	102.310739766115	2.32122009586983	0.0101374840653812	-1.99406981542665	15.7942001738639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04H02	4	H	2	35508	44212.125	12335	Ifenprodil tartrate	treated	Cardiovascular	Vasodilator	1.1592296148074	#0086FFFF	1	12241	44342	0.800775788191782	-0.32052974057323	82.7427770947179	1.77639004229192	0.0378343256134528	-1.42211400280825	58.9458793057595	0.403618062406728	-0.394029406785856	0.394029406785856	0	1	1	FALSE	TRUE	FALSE	TRUE
04H03	4	H	3	11243	44212.125	12335	Flunarizine dihydrochloride	treated	Central Nervous System	Anticonvulsant 'Vasodilator 'Antibacterial	-0.0546273136568283	#0086FFFF	1	12241	44342	0.253551937215281	-1.97964679780404	-6.59873412938913	-0.711142316818333	0.761501975319097	-0.118328965776302	1186.42007754715	0.953568996670819	-0.0206478775636416	0.0206478775636416	0	0	0	FALSE	FALSE	FALSE	FALSE
04H04	4	H	4	8943	44212.125	12335	Trifluoperazine dihydrochloride	treated	Central Nervous System	Antiemetic 'Antipsychotic 'Antineoplastic	-0.169684842421211	#0086FFFF	1	12241	44342	0.201682377881016	-2.30984306177598	-24.3794163876051	-1.20620918862691	0.886131579061611	-0.0525017862194898	1380.59300017799	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04H05	4	H	5	13103	44212.125	12335	Enalapril maleate	treated	Cardiovascular	Antihypertensive	0.0384192096048024	#0086FFFF	1	12241	44342	0.295498624329079	-1.75877668082376	5.29486310009089	-0.379989333516519	0.648023333509416	-0.188409356117155	1009.62035360767	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04H06	4	H	6	12057	44212.125	12335	Minocycline hydrochloride	treated	Infectiology	Antibacterial	-0.0139069534767383	#0086FFFF	1	12241	44342	0.271909250823147	-1.87880285970841	-1.16840611968742	-0.559945896927566	0.712241829246452	-0.147372524234548	1109.67276996597	0.940953506462164	-0.0264318350060795	0.0264318350060795	0	0	0	FALSE	FALSE	FALSE	FALSE
04H07	4	H	7	16896	44212.125	12335	Glibenclamide	treated	Endocrinology	Antidiabetic	0.228164082041021	#0086FFFF	1	12241	44342	0.381038293265978	-1.39199210312985	25.0457832187495	0.169934797429991	0.432530707357371	-0.36398305452875	673.882842062784	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04H08	4	H	8	13315	44212.125	12335	Guanethidine sulfate	treated	Central Nervous System 'Diagnostic	Antihypertensive 'Local anesthetic	0.0490245122561281	#0086FFFF	1	12241	44342	0.300279644580759	-1.73562141439033	6.54174708994781	-0.345272389171966	0.635055198976188	-0.197188524205842	989.416000004901	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
04H09	4	H	9	8888	44212.125	12335	Quinacrine dihydrochloride hydrate	treated	Infectiology 'Metabolism	Antihelmintic 'Antileishmanial 'Antimalarial  'Antiparasitic 'Antitrichomonal 'Antiprotozoal	-0.172436218109054	#0086FFFF	1	12241	44342	0.200442018853457	-2.31874312109922	-24.8586741629721	-1.21955314496083	0.888682841148255	-0.05125320518851	1384.56786650898	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04H10	4	H	10	10456	44212.125	12335	Clofilium tosylate	treated	Cardiovascular	Antiarrhythmic	-0.0939969984992496	#0086FFFF	1	12241	44342	0.235803527130035	-2.08434279669287	-12.2364911032447	-0.868114173608249	0.807334083700263	-0.0929467122626719	1257.82650240501	0.96549894375026	-0.0152481969997441	0.0152481969997441	0	0	0	FALSE	FALSE	FALSE	FALSE
04H11	4	H	11	8959	44212.125	12335	Fluphenazine dihydrochloride	treated	Central Nervous System	Antipsychotic	-0.16888444222111	#0086FFFF	1	12241	44342	0.202043209598124	-2.30726422960075	-24.2405492939759	-1.20234271732723	0.885384613543912	-0.0528680295799376	1379.42922790142	0.992470372966697	-0.00328244884608268	0.00328244884608268	0	0	0	FALSE	FALSE	FALSE	FALSE
04H12	4	H	12	12063	44212.125	12335	NA	virusCtl	NA	NA	NA	#0086FFFF	17	12241	44342	0.272044562717063	-1.87808510096679	-1.1297556517227	-0.55886975339205	0.711874693373575	-0.147596445640836	1109.10077227603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05A01	5	A	1	43167	39914.625	9950.83333333333	NA	cellCtl	NA	NA	NA	#FFA100FF	5	9876.5	42012	1.0274921451014	0.0391273649370573	101.873646575117	3.56755172665584	0.000180166131474204	-3.7443268465218	0.280698832836809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05A02	5	A	2	12599	39914.625	9950.83333333333	Streptomycin sulfate	treated	Infectiology	Antibacterial	0.129133717480881	#FFA100FF	1	9876.5	42012	0.299890507474055	-1.73749223802531	16.8223353941938	-0.20716568102678	0.58205976577067	-0.235032419797211	906.849115070704	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
05A03	5	A	3	24073	39914.625	9950.83333333333	Alfuzosin hydrochloride	treated	Cardiovascular	Vasodilator, 'Anti-infiammatory	0.688645432897443	#FFA100FF	1	9876.5	42012	0.573002951537656	-0.803385524565266	61.5404059537037	1.77749601360472	0.0377433330704235	-1.42315975043034	58.8041129237198	0.403618062406728	-0.394029406785856	0.394029406785856	0	0	0	FALSE	FALSE	FALSE	FALSE
05A04	5	A	4	11843	39914.625	9950.83333333333	Chlorpropamide	treated	Endocrinology	Antidiabetic	0.0922685565208911	#FFA100FF	1	9876.5	42012	0.28189564886223	-1.82676688520652	12.5485303628213	-0.396844194208618	0.654258820662319	-0.184250413526983	1019.33524259189	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
05A05	5	A	5	10258	39914.625	9950.83333333333	Phenylpropanolamine hydrochloride	treated	Respiratory	Antihypotensive 'Nasal Decongestant 'Vasoconstrictor	0.0149785034500134	#FFA100FF	1	9876.5	42012	0.244168332857279	-2.03405199117234	2.62526371571599	-0.837255127724086	0.798775411946765	-0.0975753121290668	1244.49209181306	0.959515876494264	-0.0179478348766013	0.0179478348766013	0	0	0	FALSE	FALSE	FALSE	FALSE
05A06	5	A	6	15105	39914.625	9950.83333333333	Ascorbic acid	treated	Metabolism	Anti-oxidant 'CNS Stimulant 'Hemostatic	0.251334899181587	#FFA100FF	1	9876.5	42012	0.359540131391031	-1.47577528353436	29.3513934438844	0.34889457090078	0.363584230592318	-0.439394961300608	566.464231262831	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
05A07	5	A	7	12640	39914.625	9950.83333333333	(L) Methyldopa	treated	Cardiovascular 'Central Nervous System	Antihypertensive 'Anti-infiammatory	0.131133018538235	#FFA100FF	1	9876.5	42012	0.300866419118347	-1.73280500408519	17.046725236428	-0.197206889894368	0.578167180432213	-0.237946564622686	900.784467113388	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
05A08	5	A	8	14748	39914.625	9950.83333333333	Cefoperazone dihydrate	treated	Infectiology	Antibacterial	0.233926350950481	#FFA100FF	1	9876.5	42012	0.35104255926878	-1.51028214605584	27.6994619345739	0.275579127106748	0.391435671621392	-0.407339599520084	609.856776386128	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
